,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
744,,"Which type of sentence is this?
Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.","['complex', 'compound-complex', 'simple', 'compound']",3,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",Emmet always approaches difficult,0,,D,"Reasoning:Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor. The final answer: (C).","Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",C,0
5771,,Select the living thing.,"['cave', 'cobra', 'toy car', 'ferris wheel']",1,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A toy car is not a living thing.
If this toy car is wound up, it will roll forward. But toy cars do not have all of the traits of living things. They do not grow. They do not need food or water.
A cave is not a living thing.
A cave may have animals or plants living inside. But a cave does not have all the traits of a living thing. A cave does not need food or water.
A cobra is a living thing.
Cobras grow and respond to their environment. They need food and water. Cobras are made up of many cells.
A ferris wheel is not a living thing.
A ferris wheel does not have all the traits of a living thing. It moves in a circle, but it does not grow. It does not need food or water.",B,1,B,B,Reasoning:Cobra is a mammal. Mammals can be selected from the list of living things. The final answer: (B).,Cobra is a mammal. Mammals can be selected from the list of living things.,B,1
7636,,"What do these two changes have in common?
melting wax
your breath becoming visible on a cold day","['Both are caused by heating.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Melting wax is a change of state. So, it is a physical change. The wax changes from solid to liquid. But it is still made of the same type of matter.
Your breath becoming visible on a cold day is a change of state. So, it is a physical change. Water vapor in your breath touches the cold air outside and becomes liquid. The water vapor changes state, but it is made of water. A different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Wax melting is caused by heating. But your breath becoming visible on a cold day is not.
Both are caused by cooling.
Your breath becoming visible on a cold day is caused by cooling. But melting wax is not.",(D),0,D,C,Reasoning:Melting wax your breath becomes visible on a cold day. The final answer: (D).,Melting wax your breath becomes visible on a cold day.,D,0
11240,,"What do these two changes have in common?
shaking up salad dressing
water boiling on a stove","['Both are caused by cooling.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are chemical changes.']",1,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Shaking up salad dressing is a physical change. The different parts mix together, but they are still made of the same type of matter.
Water boiling on the stove is a change of state. So, it is a physical change. The liquid changes into a gas, but a different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Water boiling is caused by heating. But shaking up salad dressing is not.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,B,Reasoning:Shaking up salad dressing and boiling water on a stove are two chemical changes. Shaking up salad dressing and boiling water on a stove are two chemical changes. The final answer: (D).,Shaking up salad dressing and boiling water on a stove are two chemical changes. Shaking up salad dressing and boiling water on a stove are two chemical changes.,D,0
1790,,Select the invertebrate.,"['human', 'puffin', 'golden orb-weaver', 'cardinalfish']",2,"Hint: Insects, spiders, and worms are invertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","Like other spiders, a golden orb-weaver is an invertebrate. It does not have a backbone. It has an exoskeleton.
A human is a mammal. Like other mammals, a human is a vertebrate. It has a backbone.
A puffin is a bird. Like other birds, a puffin is a vertebrate. It has a backbone.
A cardinalfish is a fish. Like other fish, a cardinalfish is a vertebrate. It has a backbone.",D,0,D,C,Reasoning:Cardinalfishes are invertebrates. Cardinalfishes are a type of invertebrates. The final answer: (D).,Cardinalfishes are invertebrates. Cardinalfishes are a type of invertebrates.,D,0
9565,,Select the plant.,"['Loons walk, fly, and swim.', 'Walnut trees have many green leaves.', 'Yellow jackets drink nectar and fruit.', 'Lionfish swim underwater.']",1,,closed choice,grade3,natural science,biology,Correct–Correct,Identify plants and animals,"Plants and animals are living things. Living things are called organisms.
Plants come in many shapes and sizes. Most plants grow in the ground. They might grow leaves, flowers, and fruit. Plants cannot move around on their own like animals can.
Animals also come in many shapes and sizes. Most animals can move around. Animals might run, swim, jump, or fly. Animals eat plants or other organisms for food.","A yellow jacket is an animal. It drinks nectar and eats fruit.
A yellow jacket is an insect. Yellow jackets have two wings.
A walnut tree is a plant. It has many green leaves.
People pick and eat walnuts from walnut trees. Walnuts are the tree's seeds!
A loon is an animal. It walks, flies, and swims.
A loon is a bird. Loons live near lakes and dive in the water to hunt for food.
A lionfish is an animal. It swims underwater.
Lionfish have poisonous venom on the tips of their fins. This poison helps protect lionfish from predators.",B,1,B,B,Reasoning:Walnut trees have many green leaves. The final answer: (B).,Walnut trees have many green leaves.,B,1
1971,,"What do these two changes have in common?
acid rain weathering a marble statue
deep-frying chicken","['Both are caused by heating.', 'Both are only physical changes.', 'Both are chemical changes.', 'Both are caused by cooling.']",2,,closed choice,grade7,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Acid rain weathering a marble statue is a chemical change. The acid rain reacts with the outside of the statue and breaks it down into a different type of matter. This new matter is then washed away by the rain. Acid rain is a type of pollution. It forms when smoke from automobiles and factories mixes with water in clouds.
Acid rain is a type of pollution. It forms when automobiles and factories release smoke containing sulfur or nitrogen. Some of these chemicals react with water in the atmosphere. The reaction forms droplets of water that can fall back to the ground as acid rain.
Deep-frying chicken is a chemical change. The heat causes the matter in the chicken to change. Cooked chicken and raw chicken are different types of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Cooking is caused by heating. But acid rain weathering a marble statue is not.
Both are caused by cooling.
Neither change is caused by cooling.",(C),1,C,C,Reasoning:Acid rain weathering a marble statue deep-frying chicken are both chemical changes. The final answer: (C).,Acid rain weathering a marble statue deep-frying chicken are both chemical changes.,C,1
8547,,Select the living thing.,"['swing set', 'koala', 'brick wall', 'bathtub']",1,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A brick wall is not a living thing.
Brick walls do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A swing set is not a living thing.
Swing sets do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A bathtub is not a living thing.
Bathtubs do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A koala is a living thing.
Koalas grow and respond to their environment. They need food and water. Koalas are made up of many cells.",B,1,B,B,Reasoning:Koala is a living thing. The final answer: (B).,Koala is a living thing.,B,1
9446,,"What do these two changes have in common?
mixing sand and gravel
cracking open a peanut","['Both are chemical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are only physical changes.']",3,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing sand and gravel is a physical change. Together, the sand and gravel make a mixture. But making this mixture does not form a different type of matter.
Cracking open a peanut is a physical change. The peanut shell breaks and the peanut falls out. Both are still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,D,"Reasoning:Mixing sand and gravel is a chemical change. Mixing sand and gravel is a chemical change. Cracking open a peanut is a chemical change. Therefore, the final answer is (A).",,,0
12678,,Which organ is a muscular tube that moves food from the mouth to the stomach?,"['small intestine', 'large intestine', 'heart', 'esophagus']",3,,closed choice,grade4,natural science,biology,Incorrect–Incorrect,Human organs and their functions,,,small intestine,0,,D,Reasoning:Esophagus is a muscular tube that moves food from the mouth to the stomach. The final answer: (B).,Esophagus is a muscular tube that moves food from the mouth to the stomach.,B,0
3044,,"From Whitman's account, what probably happened at the battle?","['The Union army fought the Confederate army to a tie.', 'The Union army was defeated and forced to retreat.', 'The Union army won the battle and took Manassas Junction.', 'The Confederate army had burned down the Long Bridge.']",1,"In June 1861, the Union army marched south from Washington, D.C., into Virginia. Its goal was to seize Manassas Junction, an important railroad center.
The following passage is the memory of Walt Whitman, who was living in Washington, D.C., at the time. Use it to answer the question below.
The defeated troops [started] pouring into Washington over the Long Bridge at daylight on Monday, 22nd July . . . all the men with this coating of sweat and rain, now recoiling back, pouring over the Long Bridge — a horrible march of twenty miles, returning to Washington baffled, humiliated, panic-struck.",closed choice,grade4,social science,us-history,Correct–Correct,The Civil War: the First Battle of Bull Run to Gettysburg,,"Look at the underlined sentences from the passage.
The defeated troops [started] pouring into Washington over the Long Bridge at daylight on Monday, 22 nd July . . . all the men with this coating of sweat and rain, now recoiling back, pouring over the Long Bridge — a horrible march of twenty miles, returning to Washington baffled, humiliated, panic-struck.
Remember that Walt Whitman was writing about the Union army. Whitman uses words such as ""defeated,"" ""humiliated,"" and ""panic-struck"" to describe the returning Union soldiers. The Union army was defeated and forced to retreat.",(B),1,B,B,Reasoning:The Union army fought the Confederate army to a tie. The final answer: (B).,The Union army fought the Confederate army to a tie.,B,1
1574,,"Which type of sentence is this?
An avid reader, Paul attends weekly book club meetings, and he finishes several novels every month.","['compound', 'compound-complex', 'complex', 'simple']",0,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
An avid reader, Paul attends weekly book club meetings, and he finishes several novels every month.",Paul is an avid reader,0,,A,"Reasoning:A book club is a group of people who meet weekly to read books. Paul attends weekly book club meetings, and he finishes several novels every month. The final answer: (B).","A book club is a group of people who meet weekly to read books. Paul attends weekly book club meetings, and he finishes several novels every month.",B,0
9415,,How long is a guitar?,"['33 inches', '33 feet', '33 miles', '33 yards']",0,Select the best estimate.,closed choice,grade8,natural science,units-and-measurement,Flip-to-correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of a guitar is 33 inches.
33 feet, 33 yards, and 33 miles are all too long.",33 inches,0,,A,Reasoning:A guitar is 33 inches long. The final answer: (A).,A guitar is 33 inches long.,A,1
10219,,"What do these two changes have in common?
mixing sand and water
cutting your fingernails","['Both are caused by cooling.', 'Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.']",2,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing sand and water is a physical change. Adding water makes the sand wet. But both the sand and water are still made of the same type of matter as before.
Cutting your fingernails is a physical change. Your fingernails are shorter after you cut them. But the pieces are still made of the same type of matter as the uncut fingernails.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(B),0,B,C,Reasoning:Mixing sand and water causes chemical changes. Chemical changes are chemical changes. Mixing sand and water causes chemical changes. The final answer: (B).,Mixing sand and water causes chemical changes. Chemical changes are chemical changes. Mixing sand and water causes chemical changes.,B,0
2423,,How long is a potato?,"['7 yards', '7 inches', '7 feet', '7 miles']",1,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Flip-to-correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of a potato is 7 inches.
7 feet, 7 yards, and 7 miles are all too long.",7 inches,0,,B,Reasoning:A potato is 7 inches long. The final answer: (B).,A potato is 7 inches long.,B,1
10421,,"What do these two changes have in common?
picking up a paper clip with a magnet
water freezing into ice","['Both are caused by cooling.', 'Both are caused by heating.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Picking up a paper clip with a magnet is a physical change. The paper clip sticks to the magnet, but it is still made of the same type of matter.
Water freezing into ice is a change of state. So, it is a physical change. The water changes from solid to liquid. But the ice is still made of the same type of matter as the liquid water.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Water freezing is caused by cooling. But picking up a paper clip with a magnet is not.",(D),0,D,C,Reasoning:Water freezes into ice when it is hot. The final answer: (D).,Water freezes into ice when it is hot.,D,0
2248,,How long is the Mississippi River?,"['2,300 feet', '2,300 inches', '2,300 yards', '2,300 miles']",3,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Correct–Correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of the Mississippi River is 2,300 miles.
2,300 inches, 2,300 feet, and 2,300 yards are all too short.",D,1,D,D,"Reasoning:The Mississippi River is 2,300 miles long. The final answer: (D).","The Mississippi River is 2,300 miles long.",D,1
5847,,Select the part whose main job is to help an animal cell make proteins.,"['vacuoles', 'endoplasmic reticulum', 'mitochondria', 'cytoplasm']",1,,closed choice,grade8,natural science,biology,Flip-to-correct,Identify functions of animal cell parts,"Animal cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow.
Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in animal cells:
Mitochondria help the cell get the energy it needs. Mitochondria break down sugar and release energy that the cell can use for all of its activities.
The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostly of hereditary material called DNA. DNA contains information that the cell uses for growth and activities. These instructions tell ribosomes how to build molecules called proteins, which make up cell structures and help chemical reactions happen in the cell.
The endoplasmic reticulum is an organelle that helps ribosomes build proteins. The nucleus sends instructions for making proteins to ribosomes. Ribosomes can attach to the endoplamic reticulum. The endoplasmic reticulum and ribosomes use these instructions to make proteins that the cell needs to survive and grow.
After proteins are made in the endoplasmic reticulum, they can be transferred to the Golgi. The Golgi is an organelle made up of flat, stacked membranes. The Golgi sorts and packages proteins and other substances. Then, the Golgi sends these substances to different parts of the cell. Some of these substances are sent to the cell membrane and released from the cell.
Animal cells also have organelles for storage and waste removal. The vacuoles store sugar and other nutrients. The lysosomes break down worn-out cell parts and other waste. Animal cells usually have several vacuoles and lysosomes.
Other cell parts are not surrounded by their own membranes. These cell parts are not organelles.
The cell membrane is a thin layer that surrounds and protects the cell. This layer is a membrane, but it does not have a membrane surrounding it, so it is not an organelle. The cell membrane controls which substances enter and leave the cell.
The cytoplasm is a thick liquid that fills the space inside the cell. The cytoplasm also helps the cell keep its shape and supports the other cell parts.",The endoplasmic reticulum helps the cell make proteins. Instructions for making proteins are sent to ribosomes. Ribosomes can attach to the endoplamic reticulum and use the instructions to make proteins.,endoplasmic ,0,,B,Reasoning:Endoplasmic reticulum helps an animal cell make proteins. The final answer: (B).,Endoplasmic reticulum helps an animal cell make proteins.,B,1
5089,,"Complete the sentence.
The federal government has () branches.","['four', 'three', 'five', 'two']",1,,closed choice,grade4,social science,civics,Correct–Correct,Federal government,,"The federal government has three branches. They are called the executive, legislative, and judicial branches.
Each branch of government has its own jobs and responsibilities. This system keeps any one part of the government from having too much power.",(B),1,B,B,Reasoning:Each branch of the federal government has four branches. The final answer: (B).,Each branch of the federal government has four branches.,B,1
11591,,"What do these two changes have in common?
breaking a plate
molding clay into the shape of a pot","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.']",0,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Breaking a plate is a physical change. The plate gets broken into pieces. But each piece is still made of the same type of matter.
Molding clay into the shape of a pot is a physical change. The clay gets a different shape. But it is made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,A,Reasoning:Breaking a plate molds into the shape of a pot. The final answer: (D).,Breaking a plate molds into the shape of a pot.,D,0
2838,,Select the mammal.,"['Nile crocodile', 'cobra', 'green frog', 'humpback whale']",3,,closed choice,grade5,natural science,biology,Incorrect–Incorrect,"Identify mammals, birds, fish, reptiles, and amphibians",Mammals have hair or fur and feed their young milk.,"A Nile crocodile is a reptile. It has scaly, waterproof skin.
Crocodiles hunt their prey in or near water.
A green frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A cobra is a reptile. It has scaly, waterproof skin.
Most cobras have a wide, flat hood below their head. A cobra can display its hood to scare away a predator.
A humpback whale is a mammal. It has hair and feeds its young milk.
Whales are mammals that live in the ocean. Humpback whales have small hairs that grow from bumps around their mouth.",A,0,A,D,Reasoning:Nile crocodile is a mammal. Green frog is a mammal. The final answer: (B).,Nile crocodile is a mammal. Green frog is a mammal.,B,0
12022,,Which organ works in groups to move the body's bones?,"['heart', 'stomach', 'brain', 'muscles']",3,,closed choice,grade5,natural science,biology,Correct–Correct,Human organs and their functions,,,D,1,D,D,Reasoning:Muscles work in groups to move the body's bones. The final answer: (D).,Muscles work in groups to move the body's bones.,D,1
4658,,Select the fish.,"['shoebill', 'golden frog', 'bison', 'hammerhead shark']",3,,closed choice,grade5,natural science,biology,Correct–Correct,"Identify mammals, birds, fish, reptiles, and amphibians","Fish live underwater. They have fins, not limbs.","A hammerhead shark is a fish. It lives underwater. It has fins, not limbs.
Hammerhead sharks get their names from the shape of their heads. They have a wide, flat head and a small mouth.
A golden frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A bison is a mammal. It has fur and feeds its young milk.
Male bison have horns. They can use their horns to defend themselves.
A shoebill is a bird. It has feathers, two wings, and a beak.
Shoebills live in tropical East Africa. Shoebills get their name from their shoe-shaped beaks.",D,1,D,D,Reasoning:Golden frog is a species of fish. The final answer: (D).,Golden frog is a species of fish.,D,1
