,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
3317,,"What do these two changes have in common?
mixing lettuce and salad dressing
ice crystals forming on a window","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.']",0,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing lettuce and salad dressing is a physical change. Together, the salad and dressing make a mixture. But making this mixture does not form a different type of matter.
Ice crystals forming on a window is a change of state. So, it is a physical change. Water vapor in the air can change directly into ice when it touches a very cold window! A change of state from a gas to a solid is called depositing.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Ice crystals form on a window when water vapor in the air becomes ice. This is caused by cooling. But mixing lettuce and salad dressing is not.",(D),0,D,A,Reasoning:Ice crystals forming on a window are both chemical changes. Mixing lettuce and salad dressing is the same as mixing ice crystals forming on a window. The final answer: (B).,Ice crystals forming on a window are both chemical changes. Mixing lettuce and salad dressing is the same as mixing ice crystals forming on a window.,B,0
12209,,"Which type of sentence is this?
Ian always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.","['compound', 'complex', 'simple', 'compound-complex']",0,,closed choice,grade7,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
Ian always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",Ian always approaches difficult tasks,0,,A,"Reasoning:Ian always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor. The final answer: (B).","Ian always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",B,0
3523,,"What do these two changes have in common?
bending a paper clip
butter melting on a hot day","['Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.', 'Both are chemical changes.']",0,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Bending a paper clip is a physical change. After you bend it, the paper clip has a different shape. But it is still made of the same type of matter.
Butter melting on a hot day is a change of state. So, it is a physical change. The butter changes from solid to liquid, but it is still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Butter melting on a hot day is caused by heating. But bending a paper clip is not.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,A,Reasoning:Butter melting on a hot day is caused by both heating and cooling. The final answer: (B).,Butter melting on a hot day is caused by both heating and cooling.,B,0
2159,,"Which type of sentence is this?
An avid reader, Garrett attends weekly book club meetings, and he finishes several novels every month.","['compound', 'compound-complex', 'complex', 'simple']",0,,closed choice,grade7,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
An avid reader, Garrett attends weekly book club meetings, and he finishes several novels every month.",Garrett attends weekly book,0,,A,Reasoning:Garrett is an avid reader and attends weekly book club meetings. He finishes several novels every month. The final answer: (B).,Garrett is an avid reader and attends weekly book club meetings. He finishes several novels every month.,B,0
9278,,Select the amphibian.,"['snowy owl', 'helmeted iguana', 'brown pelican', 'arroyo toad']",3,,closed choice,grade5,natural science,biology,Incorrect–Incorrect,"Identify mammals, birds, fish, reptiles, and amphibians",Amphibians have moist skin and begin their lives in water.,"An arroyo toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.
A snowy owl is a bird. It has feathers, two wings, and a beak.
Snowy owls live in cold places. Even their feet have feathers to keep warm!
A brown pelican is a bird. It has feathers, two wings, and a beak.
Brown pelicans live near water. They can dive underwater to catch fish.
A helmeted iguana is a reptile. It has scaly, waterproof skin.
Iguanas are a type of lizard. Iguanas eat plants and fruit.",C,0,C,D,Reasoning:Brown pelican is an amphibian. The final answer: (C).,Brown pelican is an amphibian.,C,0
6002,,Select the vertebrate.,"['curlyhair tarantula', 'emerald tree boa', 'red-spotted purple butterfly', 'bess beetle']",1,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade4,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","An emerald tree boa is a reptile. Like other reptiles, an emerald tree boa is a vertebrate. It has a backbone.
A bess beetle is an insect. Like other insects, a bess beetle is an invertebrate. It does not have a backbone. It has an exoskeleton.
A red-spotted purple butterfly is an insect. Like other insects, a red-spotted purple butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton.
Like other tarantulas, a curlyhair tarantula is an invertebrate. It does not have a backbone. It has an exoskeleton.",A,0,A,B,Reasoning:Vertebrates are a group of vertebrates. The final answer: (D).,Vertebrates are a group of vertebrates.,D,0
744,,"Which type of sentence is this?
Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.","['complex', 'compound-complex', 'simple', 'compound']",3,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",Emmet always approaches difficult,0,,D,"Reasoning:Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor. The final answer: (C).","Emmet always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor.",C,0
7636,,"What do these two changes have in common?
melting wax
your breath becoming visible on a cold day","['Both are caused by heating.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Melting wax is a change of state. So, it is a physical change. The wax changes from solid to liquid. But it is still made of the same type of matter.
Your breath becoming visible on a cold day is a change of state. So, it is a physical change. Water vapor in your breath touches the cold air outside and becomes liquid. The water vapor changes state, but it is made of water. A different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Wax melting is caused by heating. But your breath becoming visible on a cold day is not.
Both are caused by cooling.
Your breath becoming visible on a cold day is caused by cooling. But melting wax is not.",(D),0,D,C,Reasoning:Melting wax your breath becomes visible on a cold day. The final answer: (D).,Melting wax your breath becomes visible on a cold day.,D,0
11240,,"What do these two changes have in common?
shaking up salad dressing
water boiling on a stove","['Both are caused by cooling.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are chemical changes.']",1,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Shaking up salad dressing is a physical change. The different parts mix together, but they are still made of the same type of matter.
Water boiling on the stove is a change of state. So, it is a physical change. The liquid changes into a gas, but a different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Water boiling is caused by heating. But shaking up salad dressing is not.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,B,Reasoning:Shaking up salad dressing and boiling water on a stove are two chemical changes. Shaking up salad dressing and boiling water on a stove are two chemical changes. The final answer: (D).,Shaking up salad dressing and boiling water on a stove are two chemical changes. Shaking up salad dressing and boiling water on a stove are two chemical changes.,D,0
1790,,Select the invertebrate.,"['human', 'puffin', 'golden orb-weaver', 'cardinalfish']",2,"Hint: Insects, spiders, and worms are invertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","Like other spiders, a golden orb-weaver is an invertebrate. It does not have a backbone. It has an exoskeleton.
A human is a mammal. Like other mammals, a human is a vertebrate. It has a backbone.
A puffin is a bird. Like other birds, a puffin is a vertebrate. It has a backbone.
A cardinalfish is a fish. Like other fish, a cardinalfish is a vertebrate. It has a backbone.",D,0,D,C,Reasoning:Cardinalfishes are invertebrates. Cardinalfishes are a type of invertebrates. The final answer: (D).,Cardinalfishes are invertebrates. Cardinalfishes are a type of invertebrates.,D,0
9446,,"What do these two changes have in common?
mixing sand and gravel
cracking open a peanut","['Both are chemical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are only physical changes.']",3,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing sand and gravel is a physical change. Together, the sand and gravel make a mixture. But making this mixture does not form a different type of matter.
Cracking open a peanut is a physical change. The peanut shell breaks and the peanut falls out. Both are still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,D,"Reasoning:Mixing sand and gravel is a chemical change. Mixing sand and gravel is a chemical change. Cracking open a peanut is a chemical change. Therefore, the final answer is (A).",,,0
12678,,Which organ is a muscular tube that moves food from the mouth to the stomach?,"['small intestine', 'large intestine', 'heart', 'esophagus']",3,,closed choice,grade4,natural science,biology,Incorrect–Incorrect,Human organs and their functions,,,small intestine,0,,D,Reasoning:Esophagus is a muscular tube that moves food from the mouth to the stomach. The final answer: (B).,Esophagus is a muscular tube that moves food from the mouth to the stomach.,B,0
1574,,"Which type of sentence is this?
An avid reader, Paul attends weekly book club meetings, and he finishes several novels every month.","['compound', 'compound-complex', 'complex', 'simple']",0,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
An avid reader, Paul attends weekly book club meetings, and he finishes several novels every month.",Paul is an avid reader,0,,A,"Reasoning:A book club is a group of people who meet weekly to read books. Paul attends weekly book club meetings, and he finishes several novels every month. The final answer: (B).","A book club is a group of people who meet weekly to read books. Paul attends weekly book club meetings, and he finishes several novels every month.",B,0
10219,,"What do these two changes have in common?
mixing sand and water
cutting your fingernails","['Both are caused by cooling.', 'Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.']",2,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing sand and water is a physical change. Adding water makes the sand wet. But both the sand and water are still made of the same type of matter as before.
Cutting your fingernails is a physical change. Your fingernails are shorter after you cut them. But the pieces are still made of the same type of matter as the uncut fingernails.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(B),0,B,C,Reasoning:Mixing sand and water causes chemical changes. Chemical changes are chemical changes. Mixing sand and water causes chemical changes. The final answer: (B).,Mixing sand and water causes chemical changes. Chemical changes are chemical changes. Mixing sand and water causes chemical changes.,B,0
10421,,"What do these two changes have in common?
picking up a paper clip with a magnet
water freezing into ice","['Both are caused by cooling.', 'Both are caused by heating.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Picking up a paper clip with a magnet is a physical change. The paper clip sticks to the magnet, but it is still made of the same type of matter.
Water freezing into ice is a change of state. So, it is a physical change. The water changes from solid to liquid. But the ice is still made of the same type of matter as the liquid water.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Water freezing is caused by cooling. But picking up a paper clip with a magnet is not.",(D),0,D,C,Reasoning:Water freezes into ice when it is hot. The final answer: (D).,Water freezes into ice when it is hot.,D,0
11591,,"What do these two changes have in common?
breaking a plate
molding clay into the shape of a pot","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.']",0,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Breaking a plate is a physical change. The plate gets broken into pieces. But each piece is still made of the same type of matter.
Molding clay into the shape of a pot is a physical change. The clay gets a different shape. But it is made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,A,Reasoning:Breaking a plate molds into the shape of a pot. The final answer: (D).,Breaking a plate molds into the shape of a pot.,D,0
2838,,Select the mammal.,"['Nile crocodile', 'cobra', 'green frog', 'humpback whale']",3,,closed choice,grade5,natural science,biology,Incorrect–Incorrect,"Identify mammals, birds, fish, reptiles, and amphibians",Mammals have hair or fur and feed their young milk.,"A Nile crocodile is a reptile. It has scaly, waterproof skin.
Crocodiles hunt their prey in or near water.
A green frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A cobra is a reptile. It has scaly, waterproof skin.
Most cobras have a wide, flat hood below their head. A cobra can display its hood to scare away a predator.
A humpback whale is a mammal. It has hair and feeds its young milk.
Whales are mammals that live in the ocean. Humpback whales have small hairs that grow from bumps around their mouth.",A,0,A,D,Reasoning:Nile crocodile is a mammal. Green frog is a mammal. The final answer: (B).,Nile crocodile is a mammal. Green frog is a mammal.,B,0
5176,,Select the vertebrate.,"['bumble bee', 'orb weaver', 'earthworm', 'penguin']",3,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade4,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A penguin is a bird. Like other birds, a penguin is a vertebrate. It has a backbone.
Like other spiders, an orb weaver is an invertebrate. It does not have a backbone. It has an exoskeleton.
An earthworm is a worm. Like other worms, an earthworm is an invertebrate. It does not have a backbone. It has a soft body.
A bumble bee is an insect. Like other insects, a bumble bee is an invertebrate. It does not have a backbone. It has an exoskeleton.",(B),0,B,D,Reasoning:Orb weaver is a vertebrate. Orb weaver is a penguin. The final answer: (B).,Orb weaver is a vertebrate. Orb weaver is a penguin.,B,0
